Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière des pertes modélisées (W);Energie moyenne journalière des consommations totales (Wh/jour);Energie moyenne journalière des consommations HTA télérelevées à courbe de charge (Wh/jour);Energie moyenne journalière des consommations totales profilées (Wh/jour);Energie moyenne journalière des consommations HTA profilées (Wh/jour);Energie moyenne journalière des consommations PME-PMI profilées (Wh/jour);Energie moyenne journalière des consommations professionnelles profilées (Wh/jour);Energie moyenne journalière des consommations résidentielles profilées (Wh/jour);Puissance moyenne journalière de la production décentralisée totale (W);Puissance moyenne journalière de la production décentralisée télérelevée à courbe de charge (W);Puissance moyenne journalière de la production décentralisée profilée (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production autre profilée (W);Température moyenne journalière réalisée lissée (°Celcius);Température moyenne journalière normale lissée (°Celcius);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Energie moyenne journalière des consommations HTA totales (Wh/jour);Pseudo rayonnement;Puissance moyenne journalière de la production autre  (W)
2016-05-27;5;32974469125.0;540891792.0;2142947273.0;33051135084.0;12109882221.0;20941252863.0;1413735559.0;4561448521.0;3888557677.0;11077511106.0;3033307545.0;2486620851.0;546686694.0;523237610.0;79180.0;17.1;17.2;525565306.0;1185255381.0;272802520.0;13523617780.0;;1322486857.0
2016-05-25;5;34655522896.0;562163271.0;2280445336.0;34943969355.0;12401538824.0;22542430531.0;1587694190.0;4797989507.0;3981670012.0;12175076823.0;3418764087.0;2872495653.0;546268435.0;522835024.0;79299.0;14.5;17.0;1013413708.0;1077019302.0;287709021.0;13989233014.0;;1328326778.0
2016-04-10;4;34764455396.0;1517948688.0;2640978781.0;35327390660.0;7915770705.0;27411619955.0;896206807.0;3820200035.0;3913345851.0;18781867263.0;5063408281.0;4609288604.0;454119677.0;428674240.0;74837.0;10.5;11.4;2706023333.0;1061158886.0;341545549.0;8811977512.0;;1296226064.0
2016-04-07;4;41526733396.0;1353664146.0;2886240987.0;42189063743.0;12665036928.0;29524026815.0;1639562515.0;5547485177.0;5020577336.0;17316401787.0;5283812709.0;4829379556.0;454433154.0;428652163.0;75022.0;10.7;11.0;2993484889.0;930187010.0;381577229.0;14304599443.0;;1360140809.0
2016-03-07;3;53349143375.0;457262271.0;4088957411.0;53003475803.0;12839840591.0;40163635212.0;1881579018.0;6706872018.0;6335086477.0;25240097699.0;4745673368.0;4382523389.0;363149979.0;338936898.0;77506.0;5.0;7.9;1490742382.0;664592808.0;545121257.0;14721419609.0;;2590338179.0
2016-03-19;3;42524226500.0;801822771.0;3403328396.0;43587265330.0;9422697805.0;34164567525.0;1134321429.0;5045956996.0;5276891140.0;22707397960.0;5707910907.0;5323541563.0;384369345.0;360010953.0;76429.0;7.2;8.9;2243556757.0;859885224.0;439720910.0;10557019234.0;;2604468928.0
2016-04-14;4;39219099646.0;508047917.0;2672125895.0;39124386908.0;12428955819.0;26695431089.0;1553985216.0;5137645516.0;4615469189.0;15388331169.0;3441625060.0;2968201264.0;473423797.0;447172185.0;75125.0;12.0;11.9;1168938611.0;961765317.0;356163986.0;13982941035.0;;1310921132.0
2016-03-28;3;35859066729.0;4039138104.0;2742975914.0;38619282245.0;8425168340.0;30194113905.0;1740194338.0;4397417838.0;4186719347.0;19869782382.0;9873545159.0;9434754528.0;438790631.0;413444596.0;75275.0;10.1;9.9;6549462486.0;793874207.0;331215625.0;10165362678.0;;2530208467.0
2016-04-24;4;34794782000.0;1239054708.0;2642098927.0;35141899229.0;7841384418.0;27300514812.0;847453642.0;3645121735.0;3889876985.0;18918062451.0;4568127074.0;4080654389.0;487472685.0;461635425.0;69748.0;10.4;13.3;2191125458.0;1024446696.0;339856209.0;8688838060.0;;1352554920.0
2016-04-21;4;37451781104.0;921103833.0;2519407004.0;37533515117.0;12434000850.0;25099514267.0;1554875915.0;5149266822.0;4419559145.0;13975812385.0;3847728858.0;3360137674.0;487591184.0;461388083.0;70035.0;13.3;12.9;1748919868.0;699464660.0;325484007.0;13988876765.0;;1399344331.0
2016-04-25;4;42120627229.0;1665377917.0;2940075107.0;42773767187.0;12061730758.0;30712036429.0;1498487042.0;5375695346.0;4878345183.0;18959508859.0;5639652697.0;5144103507.0;495549191.0;469695809.0;69622.0;9.5;13.4;3245799028.0;1082213365.0;381059715.0;13560217800.0;;1311640304.0
2016-05-03;5;37932770188.0;924094271.0;2559505021.0;38311386516.0;12341444162.0;25969942354.0;1495656115.0;5072091311.0;4457558882.0;14944636047.0;4198558094.0;3682148194.0;516409899.0;491363849.0;71876.0;11.5;14.4;1800876819.0;1098774641.0;336342473.0;13837100277.0;;1298903322.0
2016-04-17;4;33771749542.0;576051646.0;2545024532.0;33479804666.0;7778618666.0;25701186000.0;857860466.0;3605044617.0;3708529877.0;17529751041.0;3145012094.0;2671907972.0;473104122.0;447216990.0;75125.0;11.2;12.3;982937569.0;819887802.0;315880792.0;8636479132.0;;1342186722.0
2016-02-08;2;46051466417.0;4051351042.0;3326608698.0;48690603939.0;12459691367.0;36230912572.0;1907722282.0;6504205711.0;5940583614.0;21878400966.0;10449389790.0;10211883563.0;237506228.0;213584561.0;76651.0;9.2;6.1;7298247521.0;447514721.0;432292528.0;14367413649.0;;2703627542.0
2016-01-15;1;54880259917.0;2378784667.0;4263482158.0;55970686022.0;13457608345.0;42513077677.0;1825932168.0;6512208549.0;6955232617.0;27219704343.0;8283025874.0;8124018507.0;159007367.0;136097619.0;76616.0;4.9;5.0;5217940368.0;380099279.0;550332945.0;15283540513.0;;2684967435.0
2016-02-07;2;39274028542.0;3449648604.0;3079318786.0;41569646058.0;8285533760.0;33284112298.0;1163490929.0;4500818175.0;4849452540.0;22770350655.0;9221212796.0;9009004507.0;212208289.0;188817992.0;76651.0;8.9;6.1;6153272250.0;382710492.0;396627889.0;9449024689.0;;2685230033.0
2016-02-11;2;53245170208.0;402933167.0;4077447352.0;52502770929.0;13307917008.0;39194853922.0;1969666984.0;6399204447.0;6589736515.0;24236245975.0;4286232157.0;4048920944.0;237311212.0;213394270.0;76396.0;6.4;6.3;1199395896.0;418813728.0;548250917.0;15277583992.0;;2668022532.0
2016-02-10;2;51692731958.0;2112020125.0;3912203645.0;52687891387.0;13301215386.0;39386676001.0;2056187887.0;6635290559.0;6636143305.0;24059054251.0;7533494796.0;7296149583.0;237345213.0;213428379.0;76396.0;7.3;6.2;4499864417.0;399409594.0;514111597.0;15357403273.0;;2634220779.0
2016-08-30;8;33997628438.0;542883479.0;2071373354.0;33906059891.0;12840089643.0;21065970248.0;1592498759.0;5041857686.0;3812747810.0;10618865993.0;2819712051.0;2306590674.0;513121377.0;503609820.0;100017.0;21.9;19.6;973368243.0;1076727307.0;297023764.0;14432588402.0;;769616411.0
2016-08-26;8;34226021688.0;432525729.0;2087166808.0;34163576455.0;12512153385.0;21651423070.0;1619356382.0;5067281408.0;3982206598.0;10982578683.0;2760084117.0;2228027771.0;532056346.0;523783900.0;100750.0;25.1;20.1;817132431.0;1165020019.0;302836812.0;14131509767.0;;777931577.0
2016-10-01;10;29171816521.0;946663958.0;1977164996.0;29422329144.0;8944358784.0;20477970360.0;902931153.0;3717663147.0;3642185388.0;12215190671.0;3442636647.0;3045852819.0;396783828.0;387985210.0;100640.0;16.6;15.5;2045200076.0;626368259.0;268295069.0;9847289937.0;;771067334.0
2016-09-07;9;34302284083.0;836459188.0;2094569294.0;34527106956.0;13210389138.0;21316717817.0;1545442471.0;4958532087.0;3926464803.0;10886278456.0;3453354090.0;2980854736.0;472499354.0;464038144.0;100335.0;22.2;18.7;1593992451.0;1116238783.0;297502736.0;14755831609.0;;743122758.0
2016-09-18;9;26654825625.0;1085182563.0;1774380702.0;27105291169.0;7785976096.0;19319315072.0;764883303.0;3200422339.0;3102138697.0;12251870734.0;3558572780.0;3109876951.0;448695828.0;440514210.0;98767.0;17.0;17.3;1951964882.0;783698543.0;248543972.0;8550859399.0;;822905841.0
2016-09-26;9;33364023104.0;366077250.0;2028404232.0;32970617280.0;11948588411.0;21022028869.0;1391003145.0;4523903134.0;3763973313.0;11343149277.0;2304880145.0;1918577056.0;386303089.0;377591837.0;99299.0;16.9;16.2;658669250.0;881522136.0;303804486.0;13339591556.0;;764687252.0
2016-10-08;10;33243906354.0;549455854.0;2316274342.0;32605284592.0;8990413506.0;23614871087.0;926469421.0;3858593616.0;4025305150.0;14804502900.0;2549617372.0;2185937736.0;363679635.0;353991516.0;100638.0;12.8;14.6;1061911569.0;783109190.0;322508938.0;9916882927.0;;704596516.0
2016-10-10;10;39907315771.0;372610000.0;2537046015.0;38763193688.0;12075804687.0;26687389001.0;1420633748.0;4874974790.0;4614835241.0;15776945222.0;2153470661.0;1825860986.0;327609675.0;316804750.0;100638.0;11.3;14.3;663514007.0;837871062.0;387936729.0;13496438435.0;;652085488.0
2016-10-15;10;34912480688.0;1104698000.0;2458610715.0;35117560388.0;9150157412.0;25967402977.0;955394474.0;4022996584.0;4304552977.0;16684458942.0;4098039216.0;3768646792.0;329392425.0;318576775.0;100714.0;11.9;13.6;2417857625.0;828774005.0;329650801.0;10105551886.0;;851403892.0
2016-10-24;10;41140894063.0;540020688.0;2638641776.0;39869639199.0;12074921160.0;27794718039.0;1517919773.0;5294788978.0;4844515665.0;16137493622.0;2306971352.0;2039726104.0;267245247.0;250563772.0;100681.0;12.1;12.4;1036959660.0;428263147.0;399563751.0;13592840933.0;;841748545.0
2013-10-04;10;34691546396.0;729847271.0;2077416455.0;34401971579.0;12489839985.0;21912131594.0;1730840349.0;4405998678.0;4253238418.0;11522054150.0;2824014454.0;2553044315.0;270970139.0;259014453.0;612567.0;18.3;15.1;1708817043.0;338367586.0;306325544.0;14220680334.0;;776828190.0
2013-08-13;8;30184182771.0;362584750.0;1747814227.0;30164488278.0;10061431709.0;20103056569.0;1756384664.0;4379650363.0;3633863114.0;10333158427.0;2372870749.0;1942614505.0;430256244.0;417581074.0;1459275.0;20.0;21.2;806486506.0;691272801.0;282166265.0;11817816373.0;;875107696.0
2013-08-06;8;32191803229.0;273802021.0;1888724158.0;31682336698.0;10836045614.0;20846291084.0;1804374672.0;4648781199.0;3721840327.0;10671294886.0;1945713844.0;1504272578.0;441441266.0;428630803.0;1459370.0;22.4;21.5;470394729.0;663556535.0;292654196.0;12640420286.0;;811758364.0
2013-08-27;8;33496102896.0;300387146.0;1984725355.0;33031555147.0;12296604826.0;20734950321.0;1808952077.0;4499763968.0;3775138195.0;10651096081.0;2121589619.0;1719318623.0;402270996.0;389884856.0;1463006.0;18.7;20.0;735663581.0;629081830.0;301024866.0;14105556903.0;;756841268.0
2013-09-10;9;33842358958.0;597898646.0;2010377633.0;33816091335.0;12608792507.0;21207298828.0;1784598284.0;4517258886.0;4023377068.0;10882064589.0;2879144101.0;2532326681.0;346817420.0;333220206.0;2418770.0;16.9;18.3;1543165471.0;555598538.0;297135446.0;14393390791.0;;780379678.0
2013-08-23;8;32239757292.0;248398167.0;1892046139.0;31922030979.0;11244230984.0;20677799995.0;1800473201.0;4358633843.0;3832459621.0;10686233331.0;2111177574.0;1694632569.0;416545005.0;404030464.0;1463008.0;21.9;20.4;675170573.0;653291843.0;288459581.0;13044704185.0;;782710788.0
2013-08-08;8;30580408354.0;423727667.0;1775524144.0;30394827622.0;10365102953.0;20029724669.0;1720903203.0;4453906567.0;3628780960.0;10226133938.0;2288886784.0;1845574949.0;443311835.0;430515608.0;1459370.0;20.4;21.4;710497848.0;668853220.0;275215706.0;12086006156.0;;909531436.0
2013-09-02;9;33147714104.0;302335104.0;1963944576.0;32768807999.0;11996182058.0;20772625941.0;1571180006.0;4413316981.0;3679085955.0;11109042999.0;2196165786.0;1828054555.0;368111231.0;354546649.0;2415642.0;18.9;19.3;840538485.0;644246840.0;308792211.0;13567362064.0;;711371708.0
2013-05-13;5;35552447667.0;1327540875.0;2153370151.0;36287585274.0;11811851259.0;24475734014.0;1812006814.0;4640504627.0;4285266607.0;13737955966.0;4536263116.0;4124311447.0;411951669.0;356227527.0;1236480.0;13.3;15.6;2691944206.0;616125112.0;320214484.0;13623858073.0;;1228191878.0
2013-04-10;4;46471676042.0;1220060000.0;3076674599.0;46143377801.0;13155980495.0;32987397306.0;2280034884.0;5468525953.0;5636350230.0;19602486239.0;4424288347.0;4057179145.0;367109202.0;311850851.0;504904.0;9.3;11.4;2771364523.0;528157449.0;455851988.0;15436015379.0;;1124764925.0
2013-05-12;5;29000001313.0;1448581125.0;1920310862.0;29804050380.0;7353523797.0;22450526583.0;930625211.0;3358277361.0;3531327468.0;14630296542.0;4452063781.0;4048109579.0;403954202.0;348142115.0;1210204.0;13.1;15.5;2586089746.0;592472362.0;279122726.0;8284149008.0;;1273498645.0
2013-04-14;4;31028165896.0;1288037958.0;2092838908.0;31599828357.0;7879421247.0;23720407111.0;1082211118.0;3168909023.0;3603069872.0;15866217097.0;4265484210.0;3898703622.0;366780589.0;312208038.0;507118.0;13.8;11.9;2464930013.0;613207260.0;312944883.0;8961632365.0;;1187345635.0
2013-05-09;5;28458632750.0;772996438.0;1874239123.0;28870058350.0;8052881124.0;20817177226.0;863743251.0;3110014467.0;3267628911.0;13575790597.0;3316210708.0;2912214309.0;403996400.0;348126833.0;1265014.0;14.9;15.1;1518572515.0;520398632.0;257549548.0;8916624375.0;;1277237468.0
2013-05-03;5;37807053854.0;642047188.0;2326055960.0;37606868005.0;11876756150.0;25730111855.0;1955796158.0;4662935557.0;4889135955.0;14222244185.0;3107685826.0;2719718474.0;387967353.0;333835454.0;1216783.0;12.2;14.4;1238650350.0;560494306.0;339768527.0;13832552308.0;;1308535199.0
2013-03-21;3;51121796646.0;220316125.0;3523843536.0;50823264564.0;13529045338.0;37294219226.0;2323513974.0;5817695494.0;6341581301.0;22811428458.0;3977528617.0;3664869460.0;312659157.0;261275724.0;240780.0;7.0;9.2;990242988.0;490078786.0;531901038.0;15852559312.0;;2497205820.0
2013-04-19;4;37124711042.0;824451521.0;2274981774.0;37302351914.0;12160170448.0;25142181467.0;1812614464.0;4369751639.0;4750365809.0;14209449554.0;3623029391.0;3240288861.0;382740530.0;326503396.0;455905.0;13.2;12.6;1885317318.0;503628688.0;345955224.0;13972784912.0;;1234081630.0
2013-03-29;3;51887024104.0;247107000.0;3602434605.0;51339729664.0;12799688610.0;38540041054.0;2277896526.0;5931779000.0;6475377868.0;23854987659.0;3816777152.0;3482468840.0;334308312.0;282376435.0;256110.0;6.0;10.0;838829737.0;427757656.0;514529987.0;15077585136.0;;2550188542.0
2013-03-14;3;58592602563.0;438842042.0;4318909440.0;57423766846.0;13457769919.0;43965996928.0;2622086044.0;6630063018.0;7146570702.0;27567277164.0;4209667142.0;3912747936.0;296919207.0;245659875.0;227862.0;3.4;8.6;1270975315.0;427544486.0;620751377.0;16079855963.0;;2511146334.0
2013-12-26;12;46357687021.0;740988417.0;3050594145.0;46705411213.0;9555882088.0;37149529125.0;1958850753.0;5703750424.0;6373346948.0;23113581001.0;4636579110.0;4496357267.0;140221843.0;116982097.0;1895155.0;7.8;4.9;2095254998.0;217131696.0;497272356.0;11514732841.0;;2324187675.0
2013-12-11;12;58306798292.0;506821771.0;4263840698.0;57229688170.0;13550400967.0;43679287204.0;2313418063.0;6403815732.0;7378596576.0;27583456833.0;4296577408.0;4155895888.0;140681520.0;115231147.0;1887879.0;3.7;5.8;1780769273.0;261650321.0;603025061.0;15863819030.0;;2254153108.0
2013-12-17;12;53181244188.0;857439750.0;3718995253.0;52783200626.0;13456779766.0;39326420860.0;2178876130.0;6118849687.0;6740691421.0;24288003623.0;4716170270.0;4580783653.0;135386617.0;110967916.0;1893149.0;6.7;5.4;2268806218.0;231130120.0;537778828.0;15635655896.0;;2216229349.0
2013-11-21;11;55841846208.0;439884604.0;4002621157.0;54942920870.0;13848275602.0;41094645269.0;2352043187.0;6503316668.0;7069302938.0;25169982475.0;4107136424.0;3967585588.0;139550836.0;108106178.0;10612160.0;4.8;8.2;1652222490.0;193158686.0;563556001.0;16200318789.0;;2261588360.0
2013-12-08;12;48955075313.0;194963521.0;3752181818.0;47956129154.0;9015482924.0;38940646231.0;1369786192.0;4475927391.0;5458930934.0;27636001714.0;3480965651.0;3334129763.0;146835889.0;121880296.0;1887871.0;5.0;6.1;933601591.0;285367991.0;532766470.0;10385269116.0;;2261990315.0
2014-01-27;1;52442685375.0;1697544729.0;3654186762.0;53332868635.0;13226506543.0;40106362091.0;2221319453.0;6422207950.0;6577395357.0;24885439332.0;6781795453.0;6602091854.0;179703600.0;146975503.0;2554439.0;6.4;5.5;4050096585.0;287647262.0;539880702.0;15447825996.0;;2444048077.0
2014-01-23;1;54731984396.0;736441125.0;3879498652.0;54446846093.0;13871430354.0;40575415739.0;2154952914.0;6126583170.0;6736779675.0;25557099980.0;4896658915.0;4736103757.0;160555158.0;128450545.0;2554370.0;5.8;5.3;2182375444.0;247628139.0;565857441.0;16026383268.0;;2466651556.0
2014-01-25;1;48349101396.0;947436438.0;3688261730.0;48241496395.0;10017208452.0;38224287944.0;1407098895.0;4928277710.0;5872344399.0;26016566939.0;5066548620.0;4906049918.0;160498702.0;128368887.0;2554370.0;6.2;5.4;2424077339.0;232493870.0;538455453.0;11424307347.0;;2409973646.0
2014-01-24;1;54098006083.0;462476229.0;3816142422.0;53430749060.0;13391251413.0;40039497647.0;2099898370.0;6106756216.0;6629030103.0;25203812958.0;4185578567.0;4025166610.0;160411957.0;128371306.0;2554370.0;6.0;5.3;1470099957.0;215012009.0;574216939.0;15491149783.0;;2500462417.0
2014-01-21;1;55473044792.0;325715875.0;3961143125.0;54600262736.0;13795238466.0;40805024269.0;2261276598.0;6447460413.0;6891726416.0;25204560843.0;3988202416.0;3827829935.0;160372481.0;128367709.0;2554454.0;5.7;5.2;1230488969.0;295729051.0;574125471.0;16056515064.0;;2461980839.0
2014-01-20;1;53334058542.0;384098542.0;3744839149.0;52379040653.0;13130325913.0;39248714740.0;2128682926.0;6268115217.0;6389720509.0;24462196088.0;3720371041.0;3559877880.0;160493160.0;128342366.0;2554454.0;6.5;5.2;1049302383.0;223139442.0;546451239.0;15259008839.0;;2447925265.0
2014-04-02;4;38030832917.0;842639979.0;2328693516.0;38142148369.0;12806226445.0;25335921925.0;1846493850.0;5097052505.0;4526412579.0;13865962990.0;3639490733.0;3250721112.0;388769621.0;363654729.0;2026693.0;13.9;10.4;1836606072.0;602588691.0;356841784.0;14652720295.0;;1200294230.0
2014-03-11;3;41584889667.0;1035425771.0;2621500789.0;42944030008.0;13010244061.0;29933785946.0;1907240388.0;5152158791.0;5350609511.0;17523777257.0;5427369588.0;5082588523.0;344781065.0;315940784.0;2133018.0;10.7;8.2;2423699256.0;597321098.0;411302688.0;14917484449.0;;2406342919.0
2014-03-29;3;36427050750.0;1132509396.0;2545426307.0;37801836569.0;9225670514.0;28576166055.0;1204341046.0;4130780442.0;4704232995.0;18536811572.0;5426561924.0;5037246215.0;389315709.0;360006356.0;2128697.0;10.5;10.0;2415126318.0;636636754.0;373840403.0;10430011560.0;;2374798481.0
2014-03-26;3;46395387958.0;420162688.0;3046549033.0;46775629534.0;12738193036.0;34037436497.0;1975181072.0;5381762499.0;5818542112.0;20861950814.0;4318746817.0;3927283677.0;391463140.0;362200262.0;2129576.0;7.7;9.7;1303983817.0;599732033.0;471793521.0;14713374108.0;;2415030483.0
2013-11-04;11;40924387375.0;2144920917.0;2585003429.0;42030821139.0;12293613955.0;29737207184.0;2127289158.0;5693167211.0;5146205364.0;16770545451.0;6222396073.0;6052990279.0;169405794.0;140173267.0;10612737.0;11.5;10.7;3982237276.0;193693224.0;386037964.0;14420903113.0;;2046364031.0
2013-11-06;11;40504256333.0;2264932458.0;2533031751.0;42083277940.0;13118235484.0;28965042455.0;2179622362.0;5693650949.0;5168477213.0;15923291931.0;6756995724.0;6587765409.0;169230316.0;140364607.0;10612547.0;12.6;10.4;4396009380.0;265294756.0;380009909.0;15297857846.0;;2095571162.0
2013-10-07;10;34951324125.0;220094896.0;2099418010.0;33968753449.0;12044899791.0;21923853658.0;1615487925.0;4274894878.0;4036429267.0;11997041587.0;1658304092.0;1410234443.0;248069650.0;235382317.0;608467.0;16.2;14.7;371622914.0;467819780.0;321361862.0;13660387716.0;;818859723.0
2013-10-19;10;32975406979.0;1116930625.0;2240987733.0;32859463291.0;9215730483.0;23643732808.0;1172078987.0;3790820867.0;4163584345.0;14517248610.0;3564408539.0;3338155754.0;226252785.0;212308656.0;607987.0;14.8;13.1;2349388812.0;329730907.0;322433869.0;10387809470.0;;885287593.0
2013-11-18;11;51731524104.0;175625229.0;3584188552.0;50261616617.0;13064246483.0;37197370134.0;2210671295.0;6287154841.0;6147153047.0;22552390951.0;2794346770.0;2655467034.0;138879736.0;107438969.0;10612855.0;6.5;8.7;377824794.0;138140628.0;504440476.0;15274917778.0;;2278146154.0
2013-10-21;10;35827313438.0;899852708.0;2165349252.0;35945362704.0;12192578079.0;23752784624.0;1692034088.0;4619665820.0;4319161283.0;13121923434.0;3517875455.0;3314989197.0;202886258.0;187128874.0;608072.0;15.9;12.8;2331500985.0;331590012.0;334624228.0;13884612167.0;;854783690.0
2013-10-27;10;28420381860.0;3326098720.0;1857617346.0;29377122558.0;7826765782.0;21550356776.0;1024745258.0;3108877117.0;3581628074.0;13835106327.0;6398044707.0;6205419324.0;192625383.0;178039456.0;608525.0;16.6;11.9;5169565314.0;315443489.0;257587943.0;8851511040.0;;913035255.0
2013-11-12;11;45619236375.0;498255250.0;2989622718.0;45461622552.0;12725741025.0;32735881528.0;2295213337.0;5901163221.0;5796135889.0;18743369081.0;3787288257.0;3635775475.0;151512782.0;121346081.0;10612895.0;9.5;9.5;1337486584.0;258962001.0;457024112.0;15020954362.0;;2190668044.0
2013-10-29;10;38393171292.0;1097760625.0;2365574740.0;38379407876.0;12740375903.0;25639031973.0;1995237092.0;4742367308.0;4882368772.0;14019058800.0;3802545738.0;3620896268.0;181649470.0;164906740.0;608474.0;14.1;11.6;2557291940.0;293162443.0;352973789.0;14735612995.0;;952088795.0
2013-05-23;5;39410983667.0;1083151042.0;2456698725.0;39611715264.0;12830909772.0;26780805492.0;2267069920.0;5465367295.0;5158175307.0;13890192970.0;4105284850.0;3683525434.0;421759417.0;364810623.0;1264974.0;11.6;16.7;2265572061.0;595374016.0;364703487.0;15097979692.0;;1244336889.0
2013-06-13;6;33944282563.0;956162938.0;2033620683.0;34499281295.0;12853998821.0;21645282474.0;1782091841.0;4497490789.0;4346985264.0;11018714580.0;3838435004.0;3392056399.0;446378606.0;408752477.0;1219864.0;17.7;18.8;2021195793.0;619608550.0;293652652.0;14636090662.0;;1197628652.0
2013-05-21;5;40129534146.0;637040396.0;2525459868.0;39804663214.0;12248503844.0;27556159371.0;2397445625.0;5487696916.0;5254200304.0;14416816526.0;3202675262.0;2781394381.0;421280881.0;364328166.0;1265179.0;11.8;16.5;1430030149.0;526761365.0;365045930.0;14645949469.0;;1245880425.0
2013-06-26;6;33939265313.0;522258688.0;2030045951.0;33700721931.0;12644928828.0;21055793103.0;1745779169.0;4385816981.0;4243453786.0;10680743167.0;2612108490.0;2158633608.0;453474882.0;420827984.0;1222357.0;16.1;19.9;790358317.0;745546011.0;298347233.0;14390707997.0;;1076202603.0
2013-06-25;6;34170218188.0;557572188.0;2047363896.0;33872729517.0;12638429138.0;21234300379.0;1779878847.0;4476890779.0;4243970975.0;10733559778.0;2607111468.0;2154000301.0;453111167.0;420526924.0;1222418.0;15.9;19.9;821022141.0;713718411.0;299664055.0;14418307985.0;;1072368831.0
2013-05-18;5;33928439625.0;900005458.0;2343481190.0;33791189473.0;8939390409.0;24851799064.0;1466693928.0;4195305995.0;4535769873.0;14654029269.0;3421467133.0;3008481105.0;412986028.0;357530318.0;1242555.0;11.7;16.1;1629371546.0;487085650.0;315230636.0;10406084337.0;;1305004970.0
2016-08-27;8;30057598229.0;550017271.0;2049199218.0;30175562380.0;9667948719.0;20507613661.0;1037663036.0;4297360397.0;3664307660.0;11508282568.0;2988568120.0;2455035181.0;533532939.0;523633297.0;100406.0;25.5;20.0;1030637722.0;1177025957.0;271387479.0;10705611755.0;;780904349.0
2016-08-14;8;25285568688.0;617227542.0;1664699441.0;25813977551.0;7408595460.0;18405382091.0;873938784.0;3590029211.0;2990628766.0;10950785330.0;3041780471.0;2469637111.0;572143360.0;563643766.0;102770.0;21.7;21.1;943804944.0;1277853738.0;231444625.0;8282534244.0;;820121699.0
2016-07-22;7;33943302979.0;415662542.0;2065834056.0;33922816197.0;12555455096.0;21367361102.0;1601669447.0;5065784803.0;3904242312.0;10795664540.0;2747297968.0;2169442694.0;577855274.0;565835082.0;103854.0;22.5;21.6;727372618.0;1004832173.0;286288153.0;14157124543.0;;1015088900.0
2016-09-10;9;29218075979.0;480610021.0;1979970156.0;29349056356.0;9446569422.0;19902486934.0;928179755.0;3952274229.0;3592319948.0;11429713002.0;2857310436.0;2384511937.0;472798498.0;464322672.0;99661.0;21.3;18.3;1044935125.0;1039211554.0;265749882.0;10374749177.0;;773163660.0
2016-08-24;8;33596970000.0;760738542.0;2042907364.0;33844890914.0;12587646394.0;21257244520.0;1586023007.0;5005668710.0;3817919884.0;10847632919.0;3350359952.0;2819046194.0;531313757.0;523039262.0;100879.0;23.7;20.3;1371155153.0;1208511679.0;298793132.0;14173669401.0;;770693009.0
2016-09-11;9;27560673125.0;298704458.0;1846726539.0;27271823663.0;8215953447.0;19055870216.0;761648608.0;3371200749.0;3063302191.0;11859718667.0;2114309494.0;1641510569.0;472798924.0;464323069.0;99661.0;21.4;18.2;330178639.0;1044420346.0;257727959.0;8977602055.0;;739710417.0
2016-10-06;10;35773460417.0;1808404479.0;2207347209.0;36547714986.0;12644283051.0;23903431935.0;1544478588.0;4909741099.0;4502609689.0;12946602559.0;5112972140.0;4749474514.0;363497626.0;353880335.0;100638.0;13.4;14.9;3717114861.0;697235362.0;322965882.0;14188761639.0;;698621813.0
2016-10-11;10;41274378625.0;423009125.0;2646527695.0;40421578682.0;12801968983.0;27619609699.0;1582756076.0;5004342067.0;5033415976.0;15999095581.0;2612689141.0;2284111028.0;328578113.0;317762528.0;100714.0;10.7;14.2;1214001257.0;742103305.0;395952264.0;14384725059.0;;656584475.0
2016-10-03;10;33931078938.0;455788083.0;2068904669.0;33753962694.0;11817767535.0;21936195159.0;1325639456.0;4450955539.0;3951316425.0;12208283740.0;2661304738.0;2298486986.0;362817752.0;353200579.0;100640.0;15.0;15.3;991931632.0;949487864.0;313728229.0;13143406991.0;;719885131.0
2016-09-14;9;34423857208.0;780411229.0;2106802756.0;34353068862.0;13072878942.0;21280189921.0;1581916935.0;4748095294.0;3939896158.0;11010281534.0;3112530334.0;2664136417.0;448393917.0;440194008.0;98840.0;22.1;17.8;1701131222.0;661598703.0;296104694.0;14654795877.0;;749800410.0
2016-09-16;9;32774823063.0;924305292.0;1980688354.0;33215862429.0;12273003316.0;20942859113.0;1496947118.0;4621216615.0;4018864226.0;10805831154.0;3623636679.0;3174932639.0;448704040.0;440514248.0;98767.0;18.8;17.5;2067887243.0;761829359.0;277603667.0;13769950434.0;;793917715.0
2016-09-30;9;33919045479.0;497174313.0;2065348768.0;33527452919.0;12232950109.0;21294502810.0;1490082476.0;4577018535.0;4046619065.0;11180782734.0;2471313965.0;2084061368.0;387252596.0;378514591.0;99050.0;17.3;15.7;888598146.0;811501230.0;300383445.0;13723032585.0;;771209226.0
