Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière des pertes modélisées (W);Energie moyenne journalière des consommations totales (Wh/jour);Energie moyenne journalière des consommations HTA télérelevées à courbe de charge (Wh/jour);Energie moyenne journalière des consommations totales profilées (Wh/jour);Energie moyenne journalière des consommations HTA profilées (Wh/jour);Energie moyenne journalière des consommations PME-PMI profilées (Wh/jour);Energie moyenne journalière des consommations professionnelles profilées (Wh/jour);Energie moyenne journalière des consommations résidentielles profilées (Wh/jour);Puissance moyenne journalière de la production décentralisée totale (W);Puissance moyenne journalière de la production décentralisée télérelevée à courbe de charge (W);Puissance moyenne journalière de la production décentralisée profilée (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production autre profilée (W);Température moyenne journalière réalisée lissée (°Celcius);Température moyenne journalière normale lissée (°Celcius);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Energie moyenne journalière des consommations HTA totales (Wh/jour);Pseudo rayonnement;Puissance moyenne journalière de la production autre  (W)
2013-03-11;3;48892155333.0;829187146.0;3317890195.0;49789074576.0;12804212296.0;36984862280.0;2201057698.0;5717087257.0;5894959522.0;23171757803.0;5554252498.0;5257976149.0;296276349.0;245320111.0;228055.0;8.0;8.3;2633684663.0;402682345.0;510255915.0;15005269994.0;;2517884623.0
2013-02-22;2;60284111563.0;1146477938.0;4512273122.0;60208030388.0;12917425825.0;47290604563.0;2644284883.0;6849484176.0;7522596215.0;30274239288.0;6221778023.0;5959137696.0;262640326.0;204507038.0;187367.0;1.9;7.1;3328500055.0;362873093.0;639108138.0;15561710708.0;;2530403858.0
2013-03-09;3;39762565917.0;325350563.0;2875462090.0;39841368635.0;9249889011.0;30591479624.0;1327695594.0;4223194700.0;4976417907.0;20064171423.0;3699656048.0;3425762936.0;273893112.0;223559177.0;207755.0;10.5;8.1;781695152.0;389354637.0;420040677.0;10577584605.0;;2528605211.0
2013-03-26;3;51093829813.0;320571875.0;3525591050.0;50733678354.0;13522215094.0;37211463260.0;2301169510.0;5948995021.0;6190644620.0;22770654109.0;4006562187.0;3672573528.0;333988660.0;282070157.0;257267.0;6.8;9.7;994090927.0;483953134.0;520550721.0;15823384604.0;;2528517114.0
2013-03-28;3;52242361438.0;178478583.0;3640876402.0;51351881264.0;13295440204.0;38056441059.0;2342909676.0;5980064632.0;6382328025.0;23351138727.0;3450278835.0;3116176198.0;334102637.0;282313385.0;256121.0;6.0;9.9;551157678.0;379644126.0;521404024.0;15638349880.0;;2519475270.0
2013-02-20;2;55508909583.0;535676458.0;3985062404.0;54978078069.0;13713424228.0;41264653842.0;2466489253.0;6042770351.0;6705856922.0;26049537316.0;4579354978.0;4316763910.0;262591068.0;204451815.0;187843.0;4.6;7.0;1697307281.0;400807524.0;589447629.0;16179913481.0;;2481239212.0
2013-03-22;3;46757363688.0;1146331021.0;3099802811.0;47817825305.0;12757375679.0;35060449626.0;2120166516.0;5442472732.0;6051280707.0;21446529672.0;5792727035.0;5479968675.0;312758360.0;261377523.0;240187.0;8.3;9.3;2833737538.0;447659111.0;486131585.0;14877542195.0;;2511329228.0
2013-03-25;3;49235895000.0;532469042.0;3344879584.0;49345997231.0;12805736407.0;36540260824.0;2041433535.0;5686408691.0;5715183894.0;23097234704.0;4495552490.0;4161747803.0;333804687.0;281886817.0;257267.0;7.5;9.6;1495595881.0;462687394.0;508101633.0;14847169942.0;;2537268183.0
2013-03-13;3;59137138479.0;329119417.0;4388294871.0;57889140361.0;13565445766.0;44323694595.0;2654708027.0;6645114689.0;7211464302.0;27812407577.0;4082053079.0;3785321891.0;296731187.0;245522348.0;227862.0;4.1;8.5;1206801966.0;370141826.0;612636909.0;16220153793.0;;2505108456.0
2013-03-03;3;49635465271.0;358105688.0;3852171862.0;48817891201.0;8772457276.0;40045433925.0;1594141567.0;4680917630.0;5151639909.0;28618734819.0;3942789693.0;3687491525.0;255298169.0;206724946.0;196096.0;3.8;7.7;1158057636.0;417556319.0;550086213.0;10366598843.0;;2367175054.0
2013-04-12;4;42276519625.0;2061875208.0;2697815447.0;43026264397.0;12521024589.0;30505239809.0;2111664843.0;5068105280.0;5434809224.0;17890660461.0;5912834757.0;5545351591.0;367483166.0;312200142.0;507118.0;10.9;11.7;4158230529.0;540192869.0;403399330.0;14632689432.0;;1214409945.0
2013-05-10;5;31581945083.0;1212097021.0;1857145133.0;32376800098.0;9325820432.0;23050979666.0;1328373479.0;3806838308.0;4152957861.0;13762810019.0;4152233809.0;3748270084.0;403963725.0;348151383.0;1264908.0;14.1;15.2;2281827105.0;598698423.0;288136640.0;10654193911.0;;1271705519.0
2013-05-19;5;31923096771.0;519633938.0;2169318085.0;31784640939.0;7588098288.0;24196542650.0;1015648641.0;3718236984.0;3857796791.0;15604860235.0;2860382593.0;2447453298.0;412929295.0;357527729.0;1242555.0;11.7;16.2;1038341345.0;556389472.0;309886403.0;8603746929.0;;1265646792.0
2013-05-20;5;33895303479.0;768574542.0;2342314175.0;33693400217.0;8495114409.0;25198285808.0;1084033510.0;3981049509.0;4049446541.0;16083756248.0;3229703419.0;2808809953.0;420893467.0;363940558.0;1264824.0;11.6;16.4;1380414204.0;587948075.0;320717965.0;9579147919.0;;1261337319.0
2013-04-30;4;40973288896.0;1191591833.0;2587491568.0;41188175326.0;12300330151.0;28887845175.0;2197908256.0;5264967610.0;5325074662.0;16099894646.0;4375278946.0;3977047695.0;398231251.0;343242360.0;521180.0;10.6;14.0;2625123087.0;476850045.0;381309115.0;14498238407.0;;1273303795.0
2013-05-06;5;34862477125.0;378116083.0;2097319797.0;34488153351.0;11479601015.0;23008552336.0;1676011091.0;4211899446.0;3993762964.0;13126878835.0;2412266280.0;2008605933.0;403660347.0;347845477.0;1265015.0;14.1;14.7;473489003.0;639012999.0;311154174.0;13155612106.0;;1299758568.0
2013-05-17;5;38307362396.0;318203167.0;2364957445.0;37700592057.0;12211840857.0;25488751200.0;2074870065.0;4867462295.0;4960572150.0;13585846690.0;2423977121.0;2010986641.0;412990480.0;357535102.0;1242555.0;11.8;16.0;539678706.0;582871413.0;347586849.0;14286710922.0;;1301421050.0
2013-04-04;4;51803950354.0;1064516104.0;3599096465.0;51084144504.0;13421394520.0;37662749984.0;2560475569.0;6130957918.0;6245174783.0;22726141714.0;4450422726.0;4095086812.0;355335914.0;302191260.0;489418.0;6.6;10.7;2866169432.0;404957953.0;506616007.0;15981870089.0;;1179292979.0
2013-04-22;4;39655850854.0;476525583.0;2477506097.0;39012092026.0;11956908918.0;27055183109.0;1737876140.0;4733367084.0;4521752705.0;16062187181.0;2684277265.0;2291343016.0;392934249.0;336682800.0;469646.0;10.9;13.0;863205946.0;583405488.0;374004413.0;13694785058.0;;1237664129.0
2013-04-25;4;35788416625.0;333256708.0;2165076636.0;35240182628.0;12573411751.0;22666770877.0;1731890734.0;4215837071.0;4227051648.0;12491991424.0;2272664788.0;1879715165.0;392949623.0;337092906.0;513075.0;15.0;13.3;478565746.0;567763875.0;322565441.0;14305302485.0;;1226333122.0
2013-05-28;5;38174604583.0;707409417.0;2361451124.0;38135960380.0;12694202549.0;25441757831.0;2306241258.0;5143419219.0;4810279033.0;13181818321.0;3373694874.0;2946106702.0;427588172.0;373060939.0;1290797.0;11.9;17.2;1579868205.0;513510027.0;343478537.0;15000443807.0;;1280313659.0
2013-06-11;6;34023936771.0;394850479.0;2036887774.0;34038297622.0;12720720463.0;21317577159.0;1779914683.0;4392742467.0;4129639154.0;11015280855.0;2743004489.0;2297654122.0;445350366.0;407759517.0;1221430.0;16.7;18.6;848382225.0;665176144.0;296905384.0;14500635146.0;;1229443813.0
2013-06-24;6;32930174438.0;842064083.0;1962152361.0;33202878868.0;11880332440.0;21322546428.0;1564874678.0;4436058365.0;3980868600.0;11340744784.0;3368189134.0;2915581925.0;452607208.0;420021591.0;1222611.0;16.2;19.8;1614970766.0;680074253.0;291268258.0;13445207118.0;;1073142193.0
2013-06-29;6;29011720438.0;961521750.0;1921435557.0;29320884200.0;8987760119.0;20333124081.0;1156089817.0;3724154281.0;3925575375.0;11527304610.0;3456551853.0;3008869639.0;447682214.0;421832870.0;1222442.0;16.4;20.2;1717140331.0;628914811.0;264430784.0;10143849936.0;;1110495226.0
2013-06-21;6;33383632479.0;772499188.0;1990386612.0;33571977607.0;12318738797.0;21253238810.0;1695588828.0;4340796653.0;4341919123.0;10874934206.0;3236853902.0;2783644128.0;453209774.0;417234583.0;1216743.0;18.3;19.5;1507216037.0;637521930.0;285622976.0;14014327625.0;;1092113947.0
2013-07-09;7;34990837521.0;665566146.0;2098648143.0;35155351912.0;13473071640.0;21682280272.0;1998972527.0;4804587470.0;4064195255.0;10814525021.0;3233240216.0;2760353369.0;472886847.0;454383055.0;1095076.0;23.0;21.1;1512222199.0;745272975.0;304511535.0;15472044167.0;;975743752.0
2013-06-16;6;26485905958.0;556270042.0;1712760455.0;26524840417.0;7815089736.0;18709750681.0;881342008.0;3016374707.0;3060912028.0;11751121938.0;2549651205.0;2103058133.0;446593072.0;409149932.0;1219864.0;18.3;19.1;694864720.0;721540689.0;241686249.0;8696431744.0;;1133242874.0
2013-06-30;6;26665982896.0;455582396.0;1727667079.0;26678165259.0;7775177594.0;18902987665.0;913691003.0;3134815314.0;3188798710.0;11665682639.0;2441380448.0;1993766302.0;447614146.0;421855080.0;1222442.0;17.2;20.3;597584864.0;727271526.0;245948611.0;8688868597.0;;1116522258.0
2013-06-15;6;28178893792.0;1177877750.0;1851591902.0;28910007575.0;9037843658.0;19872163917.0;1123430664.0;3570829025.0;3747311351.0;11430592876.0;4008999855.0;3562260607.0;446739248.0;409150937.0;1219864.0;17.5;19.0;2149135578.0;675360978.0;248416420.0;10161274322.0;;1184501358.0
2013-07-07;7;26587388021.0;897993646.0;1706882179.0;27138608072.0;8243557646.0;18895050426.0;1046163071.0;3283027329.0;3032380942.0;11533479084.0;3400970780.0;2924013127.0;476957653.0;454472734.0;1095989.0;21.9;21.0;1603491774.0;768105024.0;244874904.0;9289720717.0;;1029372043.0
2013-02-09;2;56179805521.0;284678542.0;4544228786.0;54302289898.0;10152780528.0;44149509370.0;1784325257.0;5735401663.0;6509757310.0;30120025140.0;3573665060.0;3362858278.0;210806783.0;153478661.0;141922.0;3.3;6.3;741406849.0;263882523.0;622273356.0;11937105785.0;;2568374984.0
2012-12-31;12;43758593500.0;2122669354.0;2825890805.0;45172101681.0;8551932344.0;36620169337.0;2117120699.0;5532448029.0;5952166757.0;23018433852.0;6857301861.0;6712741544.0;144560317.0;97630568.0;283165.0;8.7;5.0;4228695565.0;190288077.0;495233520.0;10669053043.0;;2438318214.0
2013-02-12;2;60459310875.0;263736688.0;4538466550.0;58494307801.0;13502247333.0;44992060468.0;2650022778.0;6825964136.0;7253084744.0;28262988809.0;3479825754.0;3247744064.0;232081690.0;173403540.0;159673.0;3.3;6.5;750325856.0;259880832.0;642625591.0;16152270111.0;;2469618190.0
2013-01-20;1;56755804854.0;434934958.0;4610325055.0;54964499244.0;9141383888.0;45823115356.0;1741673935.0;5273235676.0;5679434685.0;33128771061.0;3874869114.0;3715090216.0;159778898.0;97559885.0;274532.0;1.2;5.3;1258748546.0;132499460.0;620914711.0;10883057823.0;;2483620010.0
2013-02-18;2;54664602354.0;387619813.0;3894942574.0;53875875949.0;12472328518.0;41403547430.0;2320502723.0;6055300688.0;6321544997.0;26706199023.0;4084452644.0;3820460931.0;263991713.0;204316424.0;187537.0;4.6;6.8;1292494022.0;336436176.0;590616663.0;14792831241.0;;2455521416.0
2013-01-02;1;50057427188.0;441206833.0;3432457930.0;49531988374.0;10679418354.0;38852570021.0;2321942287.0;5790948529.0;6589037213.0;24150641992.0;3899869334.0;3765800835.0;134068499.0;78558705.0;220733.0;7.3;5.0;1238821241.0;172313359.0;551643385.0;13001360641.0;;2488734121.0
2013-01-11;1;53606521646.0;495944938.0;3789544984.0;52706047413.0;13096049746.0;39609997667.0;2241418737.0;5794201839.0;6603679663.0;24970697427.0;3958865060.0;3812925247.0;145939813.0;83026616.0;233519.0;6.2;5.0;1239564790.0;185693288.0;573849372.0;15337468483.0;;2533606621.0
2013-01-12;1;50632806833.0;245409354.0;3952667578.0;49464130839.0;9835857057.0;39628273782.0;1583250023.0;5121453106.0;6069936552.0;26853634100.0;3597514160.0;3451574896.0;145939264.0;83026226.0;233519.0;5.5;5.0;934861505.0;151576360.0;568113223.0;11419107080.0;;2511075736.0
2012-12-24;12;41437062917.0;1753832813.0;2623700024.0;42727015774.0;8463934387.0;34263081387.0;1985268235.0;5219361086.0;5701881626.0;21356570440.0;6117308648.0;5969961832.0;147346816.0;93844266.0;261747.0;10.0;5.1;3484132405.0;138614674.0;449822955.0;10449202622.0;;2494560904.0
2013-01-10;1;55139941167.0;339111979.0;3950285027.0;53892377498.0;13619455344.0;40272922154.0;2380437731.0;6139537428.0;6715569206.0;25037377789.0;3624128081.0;3478577380.0;145550700.0;82985812.0;233408.0;6.1;5.0;1023120104.0;146005308.0;582294743.0;15999893075.0;;2455002281.0
2013-08-17;8;27589228208.0;486037604.0;1786467093.0;27647746118.0;8264883551.0;19382862567.0;1162749923.0;3773364015.0;3463074950.0;10983673679.0;2587638444.0;2156491396.0;431147048.0;418458209.0;1462132.0;21.4;20.9;1046895487.0;701453734.0;256615837.0;9427633474.0;;839286386.0
2013-09-18;9;35347330146.0;1815986438.0;2126102121.0;35734437247.0;12769492069.0;22964945177.0;1976664550.0;4654096018.0;4309057513.0;12025127096.0;4641407046.0;4308463366.0;332943681.0;319686008.0;2420021.0;15.6;17.3;3350186127.0;500161097.0;312211387.0;14746156619.0;;791058754.0
2013-08-19;8;30699811875.0;510143021.0;1786727546.0;30687349595.0;10448493180.0;20238856415.0;1625400420.0;4332900280.0;3537119467.0;10743436248.0;2557304515.0;2142847380.0;414457135.0;401945878.0;1462490.0;21.0;20.7;1129778726.0;620752610.0;272896228.0;12073893600.0;;806770786.0
2013-08-22;8;32046569313.0;523815917.0;1877920134.0;31917426973.0;11404924873.0;20512502100.0;1802344662.0;4413595252.0;3772933118.0;10523629068.0;2556192174.0;2139845529.0;416346646.0;403817161.0;1463008.0;21.4;20.4;1093568426.0;690162332.0;283598464.0;13207269535.0;;772458306.0
2013-09-19;9;35670131375.0;805166000.0;2147228703.0;35505139827.0;12723093962.0;22782045865.0;1949855685.0;4692828411.0;4327909382.0;11811452387.0;3105460408.0;2771315649.0;334144760.0;320898026.0;2420021.0;15.3;17.1;1764414278.0;528482391.0;318057253.0;14672949647.0;;812562151.0
2013-08-21;8;31788363229.0;331373354.0;1859726015.0;31516355798.0;11206916274.0;20309439524.0;1771092223.0;4364082769.0;3706374975.0;10467889557.0;2210461210.0;1794470849.0;415990361.0;403483247.0;1462659.0;20.7;20.5;713280275.0;718873873.0;291369272.0;12978008497.0;;778304638.0
2013-08-28;8;33499958500.0;316388563.0;1984366245.0;33146209921.0;12454111493.0;20692098428.0;1799380233.0;4429142025.0;3781272530.0;10682303639.0;2247599951.0;1845871701.0;401728249.0;389349172.0;1463230.0;19.0;19.9;804680210.0;650620445.0;300593722.0;14253491726.0;;792296490.0
2013-08-31;8;29231455729.0;380304833.0;1922109614.0;28891306124.0;9113384400.0;19777921725.0;1162690520.0;3745370071.0;3600876075.0;11268985059.0;2237889139.0;1837454400.0;400434739.0;388965538.0;1089797.0;19.4;19.5;832885833.0;664007271.0;275624296.0;10276074920.0;;740994232.0
2013-09-06;9;34533009729.0;379546917.0;2060420464.0;33971011049.0;12652454268.0;21318556781.0;1747086278.0;4501443819.0;4056608466.0;11013418218.0;2185138665.0;1815896645.0;369242019.0;355308051.0;2416600.0;20.9;18.8;891219306.0;557006273.0;307169965.0;14399540546.0;;736904465.0
2013-08-16;8;29609851542.0;219936500.0;1709236813.0;29382581636.0;9390510844.0;19992070792.0;1198084526.0;3897653053.0;3569759080.0;11326574133.0;1974617980.0;1543479759.0;431138221.0;418449382.0;1462132.0;21.0;21.0;442925505.0;696119270.0;272714573.0;10588595370.0;;835569814.0
2013-07-21;7;28175448563.0;353676875.0;1836827281.0;27981540545.0;8510545079.0;19470995466.0;1048152672.0;3544874936.0;3164502184.0;11713465675.0;2261197935.0;1795227186.0;465970749.0;447934756.0;1095688.0;24.7;21.6;580509610.0;758414583.0;264601797.0;9558697751.0;;922270310.0
2013-08-05;8;31416931458.0;572711417.0;1836430852.0;31524313432.0;10651522654.0;20872790778.0;1657747676.0;4590635505.0;3606142118.0;11018265480.0;2801472859.0;2360350383.0;441122475.0;428300796.0;1459320.0;23.3;21.6;1269235955.0;706523677.0;284948616.0;12309270330.0;;825710479.0
2013-07-23;7;36337485208.0;285478375.0;2200171517.0;35582570706.0;13430592364.0;22151978343.0;1955615069.0;4963988611.0;4103145347.0;11129229316.0;2049847665.0;1591490948.0;458356717.0;441571977.0;1095698.0;24.8;21.7;435423821.0;716324862.0;319112276.0;15386207433.0;;898095371.0
2013-07-18;7;35194646438.0;592680917.0;2112278997.0;35188381941.0;13408930397.0;21779451544.0;1962063864.0;4861564160.0;4028831002.0;10926992519.0;3002099478.0;2536269384.0;465830093.0;447793979.0;1095660.0;23.2;21.5;1389217049.0;692477376.0;303404060.0;15370994261.0;;920404140.0
2013-07-13;7;29546116354.0;538785479.0;1948644028.0;29639600814.0;9486526619.0;20153074195.0;1268561150.0;3967490111.0;3617101615.0;11299921319.0;2848365877.0;2372784573.0;475581304.0;455842139.0;1095678.0;21.5;21.3;1071077420.0;762462564.0;267451909.0;10755087769.0;;1014823472.0
2013-07-31;7;33481150250.0;438334938.0;1985421536.0;33312777952.0;12189404236.0;21123373716.0;1785669649.0;4766739235.0;3818762544.0;10752202288.0;2546445198.0;2095431983.0;451013215.0;437371207.0;1097574.0;22.5;21.7;859696927.0;757109280.0;291061023.0;13975073885.0;;929634773.0
2013-07-27;7;30329797208.0;850536042.0;2014784683.0;30085825440.0;9544110277.0;20541715163.0;1219830172.0;4144583966.0;3668125038.0;11509175987.0;2892503433.0;2434445715.0;458057717.0;442511074.0;1095675.0;24.6;21.7;1302175782.0;711558208.0;271154476.0;10763940449.0;;878765797.0
2013-08-07;8;31350247208.0;337453646.0;1829208270.0;31041251673.0;10491153471.0;20550098203.0;1759098954.0;4585843806.0;3684930536.0;10520224907.0;2145201794.0;1702996273.0;442205521.0;429395059.0;1459370.0;21.1;21.5;738083896.0;566381383.0;287535412.0;12250252425.0;;840732651.0
2013-08-12;8;29656312229.0;346882979.0;1713664816.0;29627637585.0;9753105727.0;19874531858.0;1592707400.0;4280528163.0;3471478331.0;10529817964.0;2305500811.0;1875406836.0;430093975.0;417421296.0;1459304.0;20.5;21.2;731105160.0;715020378.0;273627660.0;11345813127.0;;859371578.0
2013-07-30;7;32200731188.0;1182600667.0;1889462979.0;32903473757.0;11979375374.0;20924098383.0;1816728405.0;4669188337.0;3797325585.0;10640856055.0;4051993638.0;3599685262.0;452308376.0;437105723.0;1097574.0;21.7;21.7;2387182946.0;732330102.0;277187423.0;13796103779.0;;932477774.0
2013-11-01;11;35533762250.0;820912479.0;2466225037.0;36150069833.0;8947364072.0;27202705761.0;1146811348.0;3738247325.0;4119532850.0;18198114238.0;4258913364.0;4068441045.0;190472319.0;162110705.0;10606511.0;11.3;11.2;2056023803.0;280874152.0;355468266.0;10094175420.0;;1921757875.0
2013-10-30;10;40863155458.0;445854542.0;2563781582.0;40022543945.0;12788226011.0;27234317934.0;1874789951.0;4769662983.0;5027471547.0;15562393453.0;2565134190.0;2383136179.0;181998012.0;165087566.0;608474.0;12.4;11.5;1181473326.0;359323529.0;396109581.0;14663015962.0;;1024332260.0
2013-11-02;11;33238142375.0;2104714354.0;2264205887.0;34554126279.0;8594187386.0;25959938893.0;1331326839.0;4154783380.0;4326101810.0;16147726864.0;6003909835.0;5814857810.0;189052025.0;162112756.0;10606410.0;12.7;11.0;3819705449.0;263199722.0;319005691.0;9925514225.0;;1920901011.0
2013-10-23;10;35783153021.0;1636719250.0;2159941048.0;36143089172.0;12828798821.0;23314290351.0;1789406058.0;4533864192.0;4425215641.0;12565804460.0;4473404982.0;4270303028.0;203101954.0;187420128.0;608314.0;16.9;12.5;3236841920.0;337983962.0;316808532.0;14618204879.0;;898579481.0
2012-10-04;10;36880229771.0;1003501271.0;2259580653.0;36273473245.0;12852130674.0;23421342571.0;1969411442.0;4514373764.0;4466420130.0;12471137235.0;3002529566.0;2746656747.0;255872819.0;233146814.0;1370681.0;15.3;15.2;2013006916.0;371779705.0;346204169.0;14821542116.0;;617742333.0
2012-10-30;10;48838494271.0;377245708.0;3303706324.0;46928165787.0;12869333120.0;34058832667.0;2116835555.0;5429180066.0;5896824032.0;20615993015.0;2259954147.0;2083405336.0;176548810.0;141962776.0;209794.0;7.9;11.6;1050815728.0;278165849.0;489330598.0;14986168675.0;;930972591.0
2012-10-02;10;36432244000.0;590387333.0;2221439320.0;35936576030.0;12761389470.0;23175186560.0;1980448313.0;4493104786.0;4346616899.0;12355016562.0;2659935005.0;2404778283.0;255156721.0;232831699.0;1368587.0;14.7;15.5;1621390688.0;418131597.0;343776321.0;14741837783.0;;620411771.0
2012-10-03;10;36397346542.0;1324027229.0;2222083306.0;36345400572.0;12832016274.0;23513384298.0;1939171011.0;4469061312.0;4429851162.0;12675300813.0;3831255146.0;3575906264.0;255348883.0;232981255.0;1369620.0;15.0;15.4;2819010358.0;393707303.0;337090581.0;14771187285.0;;618536858.0
2012-10-09;10;37606437104.0;376309188.0;2318500584.0;36305463503.0;12950736562.0;23354726941.0;1924676360.0;4435118321.0;4455473933.0;12539458327.0;1747729984.0;1512806197.0;234923787.0;207998588.0;1221349.0;16.6;14.5;777052491.0;339077247.0;353893814.0;14875412922.0;;631600187.0
2012-10-23;10;38127863958.0;217513542.0;2359629587.0;36711620747.0;12850517061.0;23861103686.0;1807812386.0;4271307534.0;4619455210.0;13162528556.0;1513567185.0;1316334104.0;197233080.0;163411293.0;989906.0;15.6;12.6;459096974.0;288191962.0;352667267.0;14658329447.0;;766277833.0
2012-09-26;9;36265581375.0;1040456833.0;2213975674.0;36069773453.0;12713846280.0;23355927173.0;2049808679.0;4564169637.0;4445493599.0;12296455259.0;3395614296.0;3109701225.0;285913071.0;258416454.0;336981.0;15.5;16.3;2411130999.0;337232110.0;336989711.0;14763654959.0;;647250734.0
2012-11-14;11;49310171958.0;356954792.0;3355512947.0;48626031820.0;13401842047.0;35224189773.0;2420669979.0;5619217354.0;5866155517.0;21318146923.0;3514399900.0;3346918515.0;167481385.0;118684828.0;239542.0;8.0;9.4;917112968.0;227931745.0;486072300.0;15822512026.0;;2369354878.0
2012-09-27;9;36346261063.0;1041874500.0;2216246718.0;35908143581.0;12708372958.0;23199770623.0;2040928584.0;4580503015.0;4470130314.0;12108208709.0;3160746357.0;2874911178.0;285835180.0;258521886.0;337567.0;14.9;16.1;2029717660.0;420650953.0;340742621.0;14749301542.0;;710377102.0
2012-11-25;11;37076207604.0;1867378917.0;2629156491.0;38093199461.0;7991788518.0;30101410943.0;1295790090.0;3703451658.0;4192221021.0;20909948174.0;5905312474.0;5747475459.0;157837016.0;108232676.0;225963.0;10.5;7.8;3608550165.0;145770876.0;391785211.0;9287578608.0;;2150990981.0
2012-11-17;11;42454120542.0;442733875.0;3131878281.0;41951363299.0;9362334421.0;32589028878.0;1555430755.0;4355552641.0;5119073710.0;21558971771.0;3520458454.0;3352765790.0;167692664.0;118886696.0;248041.0;8.6;8.9;1010333630.0;184954398.0;448603541.0;10917765176.0;;2325170151.0
2012-11-30;11;55504040750.0;288281979.0;3988755588.0;53958448422.0;12953865310.0;41004583112.0;2462673793.0;6405152155.0;6709233937.0;25427523226.0;3306013172.0;3154585083.0;151428089.0;98454981.0;204386.0;5.4;7.2;718134722.0;187443904.0;574567934.0;15416539103.0;;2400434197.0
2012-12-06;12;58851292042.0;446093958.0;4362042557.0;57620389754.0;14004974771.0;43615414984.0;2763248910.0;6629858673.0;6996110907.0;27226196494.0;4194928906.0;4039090841.0;155838066.0;91860478.0;256236.0;4.2;6.5;1468554697.0;201761183.0;617694679.0;16768223681.0;;2524612149.0
2012-11-26;11;44850427542.0;1173572708.0;2943273854.0;45724986079.0;12491122947.0;33233863132.0;2150827305.0;5280548566.0;5424864187.0;20377623074.0;5441294130.0;5294197543.0;147096587.0;98385055.0;205138.0;10.4;7.7;3096249206.0;123295133.0;449889030.0;14641950252.0;;2221749436.0
2012-12-10;12;57234615438.0;790441771.0;4184671809.0;56531922120.0;13275530176.0;43256391945.0;2523997674.0;6376079135.0;6575813040.0;27780502096.0;4873288904.0;4723425645.0;149863259.0;88434978.0;245471.0;4.2;6.1;2271374273.0;165840894.0;600868641.0;15799527850.0;;2436073121.0
2012-12-17;12;50433452083.0;1212375438.0;3472414167.0;50994156022.0;12710165797.0;38283990225.0;2185142298.0;5659025703.0;6141965750.0;24297856474.0;5772889244.0;5622748004.0;150141240.0;92578177.0;258269.0;7.8;5.5;3142158138.0;170088302.0;527395702.0;14895308095.0;;2460642449.0
2012-12-22;12;44676928313.0;1724673396.0;3348099049.0;45436867567.0;8908500385.0;36528367182.0;1473341570.0;4799280415.0;5895977130.0;24359768066.0;6331208430.0;6180035565.0;151172865.0;92640425.0;258347.0;8.2;5.2;3639448992.0;130234468.0;498496730.0;10381841955.0;;2561524247.0
2012-11-19;11;46812069542.0;186526750.0;3118168036.0;46234680083.0;12548490126.0;33686189957.0;2251600365.0;5390190027.0;5426456782.0;20617942783.0;3196130264.0;3037587416.0;158542849.0;108609419.0;225910.0;8.9;8.6;755343237.0;203467784.0;468824936.0;14800090491.0;;2237318922.0
2012-11-18;11;39594996854.0;247139958.0;2863030127.0;39075099199.0;8102627430.0;30972471768.0;1372582399.0;3750579712.0;4161211879.0;21688097778.0;3019647361.0;2851938851.0;167708510.0;118902361.0;248041.0;9.0;8.8;601630288.0;179687112.0;429374931.0;9475209829.0;;2238329453.0
2012-12-16;12;43800081354.0;1469110479.0;3263760311.0;44461511019.0;8642924733.0;35818586286.0;1416532425.0;4248180236.0;4949025752.0;25204847872.0;5878342351.0;5728789627.0;149552723.0;88059436.0;245737.0;7.6;5.6;3246793693.0;169886234.0;484041896.0;10059457158.0;;2461662025.0
2013-10-15;10;40628177458.0;442080479.0;2548990407.0;39687761885.0;12991386938.0;26696374947.0;1934598613.0;4806553627.0;5026648550.0;14928574157.0;2432457009.0;2206839325.0;225617684.0;211673600.0;608922.0;12.7;13.6;1265347302.0;285768954.0;381801697.0;14925985551.0;;881340677.0
2013-10-18;10;38415721333.0;486356563.0;2361954481.0;37790476383.0;12480752190.0;25309724194.0;1862704816.0;4768669261.0;4808931469.0;13869418648.0;2590210395.0;2363957435.0;226252960.0;212308908.0;607987.0;13.9;13.2;1300983977.0;389008099.0;367144301.0;14343457006.0;;900216306.0
2013-10-20;10;29796829667.0;1295466979.0;1971560630.0;30095025207.0;7877254922.0;22217770285.0;999729434.0;3207451135.0;3637053262.0;14373536454.0;3860761350.0;3634507563.0;226253787.0;212309773.0;607987.0;15.4;12.9;2696327073.0;339669037.0;295538200.0;8876984356.0;;824764161.0
2013-09-26;9;35506551958.0;170267854.0;2135957621.0;34516137596.0;13051583016.0;21464554580.0;1828744633.0;4375572497.0;4123916644.0;11136320807.0;1632736449.0;1320006323.0;312730126.0;299701602.0;2420240.0;18.9;16.2;400351976.0;496382575.0;316925337.0;14880327649.0;;735998018.0
