Maille géographique,Année,Nom IRIS,Code IRIS,Type IRIS,Nom commune,Code commune,Nom EPCI,Code EPCI,Type EPCI,Nom département,Code département,Nom région,Code région,Nb sites secteur résidentiel,Conso totale secteur résidentiel (MWh),Conso moyenne secteur résidentiel (MWh),Nb sites Agriculture,Conso totale Agriculture (MWh),Nb sites Industrie,Conso totale Industrie (MWh),Nb sites Tertiaire,Conso totale Tertiaire (MWh),Nb sites Secteur non affecté,Conso totale Secteur non affecté (MWh)
EPCI,2015,,,,,,CC de la Vallée de Clisson,244400446,CC,Loire-Atlantique,,Pays de la Loire,,18439,120679.571531434,6.54480023490615,38,8108.25695802684,51,46351.59654803,135.0,22286.2770654711,0,0.0
EPCI,2014,,,,,,CC de la Région de Blain,244400453,CC,Loire-Atlantique,,Pays de la Loire,,7565,50262.914604434,6.64413940574144,4,500.14216459032,,,56.0,12085.2545034144,0,0.0
EPCI,2013,,,,,,CC du Secteur de Derval,244400495,CC,Loire-Atlantique,,Pays de la Loire,,5453,42702.8226878752,7.83106962917204,12,1589.66440584993,17,1913.13405637391,30.0,3443.69742470427,0,0.0
EPCI,2013,,,,,,CC Loire Divatte,244400511,CC,Loire-Atlantique,,Pays de la Loire,,11834,87493.5746302813,7.39340667823908,20,6101.41658170418,47,10476.8019053335,92.0,27256.2575570372,0,0.0
EPCI,2011,,,,,,CC de la Loire Atlantique Méridionale,244400529,CC,Loire-Atlantique,,Pays de la Loire,,4265,29727.0389250912,6.96999740330391,11,1273.03173908344,17,4561.74237715314,32.0,5796.09793841128,0,0.0
EPCI,2013,,,,,,CC de la Loire Atlantique Méridionale,244400529,CC,Loire-Atlantique,,Pays de la Loire,,4401,33378.3441621685,7.58426361330799,13,1558.19403136937,15,4690.31610796398,34.0,5872.22747739761,0,0.0
EPCI,2012,,,,,,CC de la Région de Nozay,244400537,CC,Loire-Atlantique,,Pays de la Loire,,7207,56180.0973200218,7.79521261551572,5,1072.59946978674,14,7259.99075971708,43.0,8134.18173345305,0,0.0
EPCI,2012,,,,,,CC Cœur Pays de Retz,244400545,CC,Loire-Atlantique,,Pays de la Loire,,8414,64973.8382891533,7.72211056443466,3,321.520938125891,20,9194.79820985985,63.0,12194.9147292594,0,0.0
EPCI,2015,,,,,,CC Coeur Pays de Retz,244400545,CC,Loire-Atlantique,,Pays de la Loire,,8923,64816.9317091852,7.26402910559063,4,454.679034920858,20,11043.3449504271,69.0,14416.1749540035,,
EPCI,2012,,,,,,CC du Pays d'Ancenis,244400552,CC,Loire-Atlantique,,Pays de la Loire,,29664,218514.337177234,7.36631395554321,40,7942.85200190368,109,158621.135403738,261.0,55011.3732406069,,
EPCI,2013,,,,,,CC de Vallet,244400578,CC,Loire-Atlantique,,Pays de la Loire,,9325,68542.0439843413,7.35035324228862,7,235.362237397023,32,9234.97524223104,62.0,23878.3312658149,,
EPCI,2013,,,,,,CC du Sud Estuaire,244400586,CC,Loire-Atlantique,,Pays de la Loire,,18176,109734.070456904,6.03730581298987,6,2666.09347919213,20,7522.62989483733,123.0,28297.7170273327,,
EPCI,2015,,,,,,CC du Sud Estuaire,244400586,CC,Loire-Atlantique,,Pays de la Loire,,18526,101900.582312308,5.50040927951573,3,324.005360782124,24,7544.34914486167,122.0,26858.1706108215,,
EPCI,2012,,,,,,CA de la Région Nazairienne et de l'Estuaire,244400644,CA,Loire-Atlantique,,Pays de la Loire,,76134,360429.922627293,4.73415192459733,,,180,220177.168676835,683.0,170582.127908907,25,202.330936039435
EPCI,2013,,,,,,CA de la Région Nazairienne et de l'Estuaire,244400644,CA,Loire-Atlantique,,Pays de la Loire,,77407,373466.953560573,4.82471809475335,,,199,226865.326602657,707.0,184205.241304095,23,154.865106418943
EPCI,2015,,,,,,CC de Pornic,244400677,CC,Loire-Atlantique,,Pays de la Loire,,34399,180510.676324769,5.2475559267644,6,635.720432082871,44,31486.8120117276,233.0,50343.9649578691,4,361.461340125078
EPCI,2011,,,,,,CC Cœur d'Estuaire,244400701,CC,Loire-Atlantique,,Pays de la Loire,,5150,41659.8622739206,8.08929364542148,0,0.0,3,98.50093164613,30.0,17167.8100658591,0,0.0
EPCI,2013,,,,,,CC Cœur d'Estuaire,244400701,CC,Loire-Atlantique,,Pays de la Loire,,5291,46900.7310539046,8.86424703343501,0,0.0,4,97.7195196122521,37.0,19200.8514069157,0,0.0
