1,7005,20170601000000,285.850000,101440
2,7015,20170601000000,287.250000,101730
3,7020,20170601000000,286.850000,102130
4,7027,20170601000000,283.750000,101450
5,7037,20170601000000,286.750000,100430
6,7072,20170601000000,283.850000,101030
7,7110,20170601000000,284.550000,101000
8,7117,20170601000000,286.750000,101480
9,7130,20170601000000,286.950000,101720
10,7139,20170601000000,286.950000,100460
11,7149,20170601000000,290.550000,101100
12,7168,20170601000000,287.850000,100740
13,7181,20170601000000,287.850000,98090
14,7190,20170601000000,290.450000,100280
15,7207,20170601000000,289.050000,101600
16,7222,20170601000000,292.150000,101710
17,7240,20170601000000,288.750000,100740
18,7255,20170601000000,290.050000,100140
19,7280,20170601000000,288.950000,99450
20,7299,20170601000000,291.050000,98950
21,7335,20170601000000,290.650000,100600
22,7434,20170601000000,290.150000,97310
23,7460,20170601000000,289.750000,98240
24,7471,20170601000000,284.150000,92580
25,7481,20170601000000,289.650000,99250
26,7510,20170601000000,290.050000,101400
27,7535,20170601000000,288.750000,98950
28,7558,20170601000000,287.950000,93870
29,7577,20170601000000,290.050000,101150
30,7591,20170601000000,285.150000,92240
31,7607,20170601000000,288.550000,101250
32,7621,20170601000000,287.950000,97740
33,7627,20170601000000,288.150000,97200
34,7630,20170601000000,290.850000,100220
35,7643,20170601000000,292.550000,101930
36,7650,20170601000000,292.450000,101680
37,7661,20170601000000,291.150000,100500
38,7690,20170601000000,292.550000,101750
39,7747,20170601000000,289.850000,101480
40,7761,20170601000000,290.550000,101920
41,7790,20170601000000,290.950000,101940
42,61972,20170601000000,296.150000,101890
43,61976,20170601000000,298.250000,101540
44,61980,20170601000000,295.350000,101780
45,61996,20170601000000,286.350000,100550
46,61997,20170601000000,273.450000,98630
47,61998,20170601000000,275.050000,98410
48,71805,20170601000000,278.050000,102570
49,78894,20170601000000,299.850000,101330
50,78897,20170601000000,298.050000,101700
51,78922,20170601000000,300.550000,101280
52,78925,20170601000000,300.050000,101590
53,81405,20170601000000,298.350000,101280
54,81408,20170601000000,297.250000,101250
